Date	Open_N225	High_N225	Low_N225	Close_N225	Volume_N225	AdjClose_N225	Return_N225	nikkei_RoC6	nikkei_RoC14	nikkei_MA6	nikkei_MA14	nikkei_MoM6	nikkei_MoM14	nikkei_EMA6	nikkei_EMA14	nikkei_WIILR6	nikkei_WIILR14	nikkei_K%6	nikkei_K%14	nikkei_OBV	nikkei_RSI6	nikkei_RSI14
2010-02-10	10024.259766	10049.870117	9963.990234	9963.990234	127000	9963.990234	0.00312998638627	-0.0392533105125	-0.0832154757705	10111.0185547	10252.5108119	-407.09961	-904.419922	10110.9687151	10286.1667745	0.830828167033	0.905223854795	0.169171832967	0.0947761452048	-40600.0	0.297150128913	0.276916112345
2010-02-12	10085.349609	10099.459961	10014.5	10092.19043	136000	10092.19043	0.012866351029	-0.0300009366927	-0.0470569879918	10058.99528	10216.9137137	-312.139648	-498.359375	10068.9748634	10243.2099025	0.606317498495	0.750410116498	0.393682501505	0.249589883502	95400.0	0.120072617099	0.234556195672
2010-02-15	10097.820312	10119.469727	10012.530273	10013.299805	97400	10013.299805	-0.00781699726607	-0.0330901226616	-0.0475035984675	10001.881836	10181.2429548	-342.680664	-499.390625	10075.6078824	10223.0739728	0.74447475186	0.791288750257	0.25552524814	0.208711249743	-2000.0	0.252552809804	0.339646463047
2010-02-16	10044.530273	10062.269531	10019.429688	10034.25	87000	10034.25	0.00209223686577	-0.00227101918689	-0.0281861862637	9998.07519533	10160.4550781	-22.839844	-291.030273	10057.8055746	10195.1040838	0.44177088636	0.761321395889	0.55822911364	0.238678604111	85000.0	0.240888395277	0.339421210947
2010-02-17	10161.719727	10306.830078	10150.240234	10306.830078	127200	10306.830078	0.0271649677853	0.0356728472651	0.00534037966768	10057.2434897	10164.3657924	355.009766	54.75	10051.0754104	10173.6568726	-0.743257268655	0.261829926894	1.74325726866	0.738170073106	212200.0	0.470207887131	0.395200568348
2010-02-18	10324.980469	10340.379883	10285.049805	10335.69043	111800	10335.69043	0.0028001191231	0.0405511001968	-0.00754728442416	10124.3751628	10158.7515346	402.790039	-78.599609	10124.1481726	10191.4133	-0.0656752315667	0.213350436407	1.06567523157	0.786649563593	324000.0	0.822366391969	0.517239852409
2010-02-19	10334.400391	10354.419922	10123.580078	10123.580078	129400	10123.580078	-0.0205221270351	0.0160166600179	-0.00730139916251	10150.9734702	10153.432966	159.589844	-74.459961	10184.5888176	10210.6502507	0.5759983187	0.551346359	0.4240016813	0.448653641	194600.0	0.859267453492	0.47298130194
2010-02-22	10302.070312	10449.75	10298.150391	10400.469727	115400	10400.469727	0.0273509615044	0.0305463218454	0.0191523588374	10202.353353	10167.3936943	308.279297	195.450196	10167.1577491	10199.0408943	-0.134692012861	0.066443198569	1.13469201286	0.933556801431	310000.0	0.607599520673	0.474331256611
2010-02-23	10327.639648	10375.549805	10280.330078	10352.099609	121400	10352.099609	-0.00465076282799	0.0338349805357	-0.00183107419622	10258.819987	10166.0372489	338.799804	-18.990235	10233.8183142	10225.898072	0.223343973224	0.167680355753	0.776656026776	0.832319644247	188600.0	0.673135903207	0.556806628705
2010-02-24	10205.150391	10243.200195	10129.650391	10198.830078	125200	10198.830078	-0.0148056468532	0.016401831527	-0.0197513918205	10286.25	10151.3586775	164.580078	-205.5	10267.6129699	10242.7249436	0.583100344099	0.430867110266	0.416899655901	0.569132889734	63400.0	0.697031445297	0.494075221279
2010-02-25	10256.099609	10267.429688	10087.209961	10101.959961	128200	10101.959961	-0.00949815971628	-0.0198771218163	-0.0245288709032	10252.1049805	10133.2143555	-204.870117	-254.020508	10247.9607151	10236.8722948	1.06628482745	0.597207618626	-0.0662848274526	0.402792381374	-64800.0	0.582946972386	0.440353200517
2010-02-26	10107.080078	10171.219727	10085.129883	10126.030273	113200	10126.030273	0.00238273682463	-0.0202850654651	0.00685490833525	10217.161621	10138.1386719	-209.660157	68.940429	10206.2462139	10218.8839837	0.892921311238	0.555875285617	0.107078688762	0.444124714383	48400.0	0.374523753239	0.428289836785
2010-03-01	10128.730469	10215.150391	10116.860352	10172.05957	108400	10172.05957	0.00454564086409	0.00478876954857	0.0221305500999	10225.2415363	10153.8700474	48.479492	220.239258	10183.3273736	10206.5034889	0.761588340997	0.476836084473	0.238411659003	0.523163915527	156800.0	0.370832119698	0.523036339059
2010-03-02	10199.19043	10238.959961	10150.299805	10221.839844	104000	10221.839844	0.00489382446666	-0.0171751745535	0.0290891322399	10195.4698892	10174.5085798	-178.629883	288.939453	10180.1080012	10201.9109664	0.625061935351	0.391355893679	0.374938064649	0.608644106321	260800.0	0.537551948336	0.576626250154
2010-03-03	10193.950195	10274.089844	10186.679688	10253.139648	120600	10253.139648	0.00306205188867	-0.00955940965966	0.0290194397234	10178.9765623	10195.1621094	-98.959961	289.149414	10192.0313848	10204.5681501	0.421493663923	0.404748119876	0.578506336077	0.595251880124	381400.0	0.286526885372	0.598415238895
2010-03-04	10255.69043	10263.480469	10134.370117	10145.719727	126400	10145.719727	-0.0104767831794	-0.00520749444729	0.00530403160456	10170.1248372	10198.9856306	-53.110351	53.529297	10209.4908886	10211.0443498	0.679350886403	0.695371810156	0.320649113597	0.304628189844	255000.0	0.376706711627	0.598472668952
2010-03-05	10254.610352	10376.410156	10254.610352	10368.959961	129800	10368.959961	0.022003390593	0.0264305145765	0.0355187763201	10214.6248372	10224.3899274	267.0	355.660156	10191.2705567	10202.3344001	-0.502064651675	0.184781321635	1.50206465168	0.815218678365	384800.0	0.425295535365	0.518491655285
2010-03-08	10538.120117	10586.969727	10514.280273	10585.919922	140600	10585.919922	0.0209239848371	0.045416578521	0.0549786901861	10291.273112	10263.7949219	459.889649	551.669922	10242.0389579	10224.5511415	-0.719272073739	-0.316438518477	1.71927207374	1.31643851848	525400.0	0.777063016304	0.611720539697
2010-03-09	10567.320312	10593.269531	10542.80957	10567.650391	110000	10567.650391	-0.00172583310044	0.038889943406	0.0253055799917	10357.2049155	10282.4249442	395.590821	260.820313	10340.290662	10272.7336456	0.041095406787	0.0384970149959	0.958904593213	0.961502985004	415400.0	0.840795574474	0.654291685638
2010-03-10	10555.849609	10588.69043	10547.339844	10563.919922	104800	10563.919922	-0.000353008366285	0.0334656072899	0.0220816880639	10414.2182618	10298.7270508	342.080078	228.229492	10405.2505845	10312.0558783	0.0639565188026	0.0577589430691	0.936043481197	0.942241056931	310600.0	0.805725913991	0.585044216284
2010-03-11	10627.990234	10664.950195	10588.860352	10664.950195	123800	10664.950195	0.0095637106061	0.0401643361095	0.0534761529843	10482.853353	10337.3963449	411.810547	541.370117	10450.584681	10345.6377508	-0.15620125416	-0.141064890886	1.15620125416	1.14106489089	434400.0	0.784630336435	0.575657377152
2010-03-12	10777.490234	10777.490234	10699.299805	10751.259766	206600	10751.259766	0.00809282457226	0.0596842861122	0.0337282880685	10583.7766928	10362.4527762	605.540039	350.790039	10511.8319707	10388.2127434	-0.162670206777	-0.148855721702	1.16267020678	1.1488557217	641000.0	0.807023267081	0.693729849136
2010-03-15	10802.110352	10808.839844	10708.969727	10751.980469	130600	10751.980469	6.70342839524e-05	0.0369391442768	0.038627995779	10647.6134442	10391.0156948	383.020508	399.88086	10580.2399122	10436.6190131	0.0487870462761	0.0368446358362	0.951212953724	0.963155364164	771600.0	0.966129878562	0.645357066941
2010-03-16	10718.629883	10776.519531	10716.200195	10721.709961	106600	10721.709961	-0.00281534253966	0.0128274198181	0.051268614047	10670.2451173	10428.3642579	135.790039	522.879883	10629.3086427	10478.6672072	0.295797154729	0.120393372615	0.704202845271	0.879606627385	665000.0	0.948480226153	0.672511156467
2010-03-17	10789.240234	10864.299805	10761.889648	10846.980469	137600	10846.980469	0.0116838180156	0.0264325623639	0.0737500951178	10716.8001303	10481.5800084	279.330078	745.020508	10655.7090194	10511.0729077	-0.143369491098	-0.05270153384	1.1433694911	1.05270153384	802600.0	0.782506226671	0.752354918392
2010-03-18	10841.709961	10845.730469	10731.660156	10744.030273	130200	10744.030273	-0.00949113869009	0.0170495755676	0.0610308268234	10746.8185222	10525.7228656	180.110351	618.0	10710.358005	10555.8605825	0.379447081015	0.154355973715	0.620552918985	0.845644026285	672400.0	0.902108144751	0.849971604602
2010-03-19	10785.879883	10826.759766	10775.570312	10824.719727	116200	10824.719727	0.00751016629232	0.0149808043243	0.0641620462905	10773.4467775	10572.3414482	159.769532	652.660157	10719.978653	10580.9498746	0.143697925511	0.0529542263807	0.856302074489	0.947045773619	788600.0	0.701667944835	0.770274702747
2010-03-23	10793.049805	10817.780273	10766.650391	10774.150391	112400	10774.150391	-0.00467165314903	0.00212911095985	0.0540324007643	10777.2618817	10611.7922016	22.890625	552.310547	10749.9046741	10613.4525216	0.546360084848	0.123504243603	0.453639915152	0.876495756397	676200.0	0.687430116177	0.777034219666
2010-03-24	10829.360352	10880.620117	10769.179688	10815.030273	125400	10815.030273	0.00379425574328	0.00586401772044	0.0548018113759	10787.7701823	10651.9272462	63.049804	561.890625	10756.8320218	10634.8789042	0.317192475755	0.0674990109458	0.682807524245	0.932500989054	801600.0	0.529311577933	0.734281950592
2010-03-25	10857.80957	10872.450195	10808.709961	10828.849609	123600	10828.849609	0.0012777898583	0.00999277618866	0.0673318306026	10805.6267903	10700.7222378	107.139648	683.129882	10773.4600936	10658.8990867	0.314867610751	0.0693742150754	0.685132389249	0.930625784925	925200.0	0.573206489311	0.736424151253
2010-03-26	10895.290039	11001.589844	10889.330078	10996.370117	142200	10996.370117	0.0154698341974	0.0137724639983	0.0605084944257	10830.525065	10745.5372489	149.389648	627.410156	10789.2856694	10681.5591563	-0.777054446194	-0.184901269072	1.77705444619	1.18490126907	1067400.0	0.629339877806	0.812014097667
2010-03-29	10909.980469	10990.75	10901.200195	10986.469727	0	10986.469727	-0.000900332554712	0.0225650382435	0.0378379779888	10870.9316407	10774.1479493	242.439454	400.549805	10848.4526544	10723.5339511	0.0560150204745	0.0310277447844	0.943984979525	0.968972255216	1067400.0	0.663650581211	0.801932652618
2010-03-30	11022.200195	11108.820312	11003.349609	11097.139648	153600	11097.139648	0.0100732923086	0.0251664641552	0.05010472881	10916.3349608	10811.9686105	272.419921	529.489257	10887.8861037	10758.5920545	-0.406699695517	-0.20826920732	1.40669969552	1.20826920732	1221000.0	0.833590434113	0.740735088783
2010-03-31	11138.719727	11147.620117	11085.549805	11089.94043	0	11089.94043	-0.000648745372984	0.0293099713239	0.0497940643136	10968.966634	10849.5415039	315.790039	526.020508	10947.6728307	10803.7317337	0.0551769189554	0.0336251803509	0.944823081045	0.966374819649	1221000.0	0.846273585554	0.786417541711
2010-04-01	11178.919922	11272.730469	11118.179688	11244.400391	0	11244.400391	0.0139279342369	0.0397012405108	0.05433219897	11040.5283203	10890.9308036	429.370118	579.450196	10988.3207162	10841.8928932	-0.25573450029	-0.173205517044	1.25573450029	1.17320551704	1221000.0	0.951142477217	0.783477376117
2010-04-02	11274.179688	11313.980469	11235.980469	11286.089844	150000	11286.089844	0.00370757457493	0.0422242667975	0.0497458055745	11116.7350262	10929.1329521	457.240235	534.830078	11061.4863376	10895.5605596	-0.0287904839758	-0.0232972804538	1.02879048398	1.02329728045	1371000.0	0.963113159681	0.795267417421
2010-04-05	11380.629883	11408.169922	11306.620117	11339.299805	118000	11339.299805	0.00471464977999	0.0311857171368	0.0546242934214	11173.8899742	10971.0843332	342.929688	587.319336	11125.658768	10947.6311308	-0.0596239554622	-0.0418493990971	1.05962395546	1.0418493991	1489000.0	0.96520505636	0.785513946821
2010-04-06	11350.700195	11358.450195	11217.25	11282.320312	138000	11282.320312	-0.00502495691796	0.0269286306112	0.0522874012671	11223.198405	11011.1279297	295.850585	560.610351	11186.6990643	10999.8536207	0.2482389052	0.181871554621	0.7517610948	0.818128445379	1351000.0	0.954658452803	0.796896243205
2010-04-07	11296.30957	11350.570312	11260.419922	11292.830078	167400	11292.830078	0.000931525227911	0.0176343126434	0.0411035688941	11255.8134767	11042.9743304	195.69043	445.849609	11214.0194208	11037.5158462	0.284916147476	0.170492504021	0.715083852524	0.829507495979	1518400.0	0.848709336125	0.775943171531
2010-04-08	11179.669922	11232.360352	11159.450195	11168.200195	130200	11168.200195	-0.0110361957223	0.00705682465059	0.0394795911052	11268.8567708	11073.2721819	78.259765	424.169922	11236.5367514	11071.5577438	0.743815138471	0.354717313867	0.256184861529	0.645282686133	1388200.0	0.801946809387	0.747406445419
2010-04-09	11174.620117	11204.870117	11148.799805	11204.339844	148400	11204.339844	0.00323594208279	-0.00356271082556	0.0350697409794	11262.180013	11100.3879046	-40.060547	379.620117	11217.012021	11084.4434039	0.702886008223	0.317730120675	0.297113991777	0.682269879325	1536600.0	0.588633718274	0.72984594758
2010-04-12	11300.790039	11351.549805	11248.570312	11251.900391	132400	11251.900391	0.00424483259721	-0.00302934439408	0.0443422434867	11256.4817708	11134.5129046	-34.189453	477.75	11213.391399	11100.429596	0.602496281405	0.243592787824	0.397503718595	0.756407212176	1669000.0	0.438017128484	0.716141063843
2010-04-13	11202.919922	11212.650391	11088.480469	11161.230469	144600	11161.230469	-0.00805818740384	-0.015703732952	0.0320110242192	11226.8035482	11159.24149	-178.069336	346.200196	11224.3939681	11120.625702	0.952073646171	0.386452624564	0.047926353829	0.613547375436	1524400.0	0.448044971825	0.772947604042
2010-04-14	11213.459961	11270.200195	11161.009766	11204.900391	139400	11204.900391	0.00391264405132	-0.00686205663897	0.0347267526633	11213.900228	11186.1022601	-77.419921	376.050782	11206.3472541	11126.0396709	0.568766751276	0.339087752685	0.431233248724	0.660912247315	1663800.0	0.257060635283	0.6871437368
2010-04-15	11310.070312	11316.660156	11255.799805	11273.790039	156800	11273.790039	0.00614817138895	-0.00168602899968	0.0252283179857	11210.7268882	11205.9179689	-19.040039	277.419922	11205.9338646	11136.5544336	0.295586582543	0.259000700417	0.704413417457	0.740999299583	1820600.0	0.39039584748	0.696924694836
2010-04-16	11230.530273	11230.530273	11084.719727	11102.179688	136800	11102.179688	-0.0152220637786	-0.00591147238116	0.0105320420367	11199.7234703	11214.1829661	-66.020507	115.709961	11225.321343	11154.8525143	0.947925443504	0.603567072556	0.0520745564964	0.396432927444	1683800.0	0.476868428848	0.662010708164
2010-04-19	10929.639648	10953.900391	10878.990234	10908.769531	133200	10908.769531	-0.0174209175527	-0.0263799846412	-0.016974654999	11150.4617515	11200.7279577	-295.570313	-188.370117	11190.138013	11147.8294708	1.65940915402	1.23363471388	-0.659409154016	-0.233634713879	1550600.0	0.428010095755	0.556838274776
2010-04-20	10960.110352	10999.570312	10890.820312	10900.679688	129600	10900.679688	-0.000741590788678	-0.0312143452035	-0.0170659836448	11091.9249677	11187.2093333	-351.220703	-189.260742	11109.7470182	11115.9548122	0.954102180273	0.959013064009	0.0458978197269	0.0409869359914	1421000.0	0.260015223481	0.414426069113
2010-04-21	11031.790039	11093.299805	11023.879883	11090.049805	153000	11090.049805	0.0173723219487	-0.00637749253523	-0.0137268845499	11080.0615237	11176.1842914	-71.180664	-154.350586	11050.0134953	11087.2514623	0.517765420033	0.601157081827	0.482234579967	0.398842918173	1574000.0	0.195300691714	0.41409098786
2010-04-22	10988.009766	10989.620117	10866.230469	10949.089844	144200	10949.089844	-0.0127104894458	-0.0228302383844	-0.0298597658408	11037.4264325	11152.1128629	-255.810547	-337.0	11061.4524409	11087.6245746	0.839834527171	0.867531555746	0.160165472829	0.132468444254	1429800.0	0.447276709533	0.432089631153
2010-04-23	10930.900391	10967.120117	10865.919922	10914.459961	136800	10914.459961	-0.00316280928309	-0.0318730503901	-0.0374661444098	10977.5380862	11121.7671597	-359.330078	-424.839844	11029.3488418	11069.1532772	0.89292559218	0.91100575584	0.10707440782	0.0889942441596	1293000.0	0.334390402097	0.363639956008
2010-04-26	11039.589844	11165.790039	11035.660156	11165.790039	135000	11165.790039	0.0230272573172	0.00572953715285	-0.0103285733588	10988.1398113	11113.4435688	63.610351	-116.530273	10996.5234473	11048.5275017	0.177560055063	0.391164089928	0.822439944937	0.608835910072	1428000.0	0.256574629708	0.325473189378
2010-04-27	11109.259766	11213.450195	11108.719727	11212.660156	143000	11212.660156	0.00419765344291	0.0278574612963	-0.00709918784275	11038.7882488	11107.7171458	303.890625	-80.169922	11044.8853306	11064.1625067	-0.156301392979	0.285998975479	1.15630139298	0.714001024521	1571000.0	0.538891615186	0.458720236513
2010-04-28	11005.509766	11008.879883	10882.400391	10924.790039	179400	10924.790039	-0.025673668246	0.00221182088549	-0.0217949313005	11042.8066407	11090.3307061	24.110351	-243.410156	11092.820995	11083.9621933	0.830604348531	0.878775752768	0.169395651469	0.121224247232	1391600.0	0.726361732181	0.47231376692
2010-04-30	11062.120117	11092.519531	11035.269531	11057.400391	156800	11057.400391	0.0121384806048	-0.0029440277162	-0.013114512327	11037.3650717	11079.8350309	-32.649414	-146.939453	11044.8121504	11062.7392394	0.449025066659	0.605706988587	0.550974933341	0.394293011413	1548400.0	0.512675911422	0.424457004084
2010-05-06	10847.900391	10847.900391	10682.610352	10695.69043	183800	10695.69043	-0.032712025269	-0.0231434226598	-0.0494325350982	10995.131836	11040.1057479	-253.399414	-556.209961	11048.4087906	11062.0273929	1.48982636974	1.35053339582	-0.489826369745	-0.350533395821	1364600.0	0.481745224902	0.456973375249
2010-05-07	10472.700195	10472.769531	10257.320312	10364.589844	227600	10364.589844	-0.030956448129	-0.0503799655654	-0.0713756988723	10903.4868165	10983.2028461	-549.870117	-796.640625	10947.6321161	11013.1824645	1.59908937167	1.50157023312	-0.599089371669	-0.501570233117	1137000.0	0.38637006576	0.362439384136
2010-05-10	10399.049805	10540.519531	10362.339844	10530.700195	181000	10530.700195	0.0160267172652	-0.0568781825363	-0.0601701195435	10797.6385092	10935.0456893	-635.089844	-674.200196	10781.0486098	10926.7034485	0.71407662509	0.741933729248	0.28592337491	0.258066270752	1318000.0	0.305216599043	0.323917334164
2010-05-11	10643.240234	10643.280273	10392.469727	10411.099609	196800	10411.099609	-0.0113573251337	-0.0714870990334	-0.0765217754647	10664.0450847	10873.4249443	-801.560547	-862.69043	10709.5204913	10873.9030147	0.839164845975	0.854834784256	0.160835154025	0.145165215744	1121200.0	0.26057321157	0.358632249623
2010-05-12	10465.030273	10501.719727	10345.19043	10394.030273	189400	10394.030273	-0.0016395324837	-0.0485830632996	-0.0637847192984	10575.5851237	10822.8428432	-530.759766	-708.149415	10624.2573821	10812.1958939	0.836314548805	0.859526755296	0.163685451195	0.140473244704	931800.0	0.213524150098	0.322875993514
2010-05-13	10542.769531	10638.230469	10535.94043	10620.549805	159600	10620.549805	0.0217932338131	-0.0395075307534	-0.0264209199013	10502.7766927	10802.2557199	-436.850586	-288.219726	10558.478208	10756.4404778	0.565098380438	0.620104444534	0.434901619562	0.379895555466	1091400.0	0.264776097042	0.344753880043
2010-05-14	10453.400391	10551.69043	10390.769531	10462.509766	189000	10462.509766	-0.0148805892258	-0.0218013662162	-0.0401965688876	10463.9132487	10770.9578684	-233.180664	-438.169922	10576.21295	10738.3217214	0.652562859304	0.785395836227	0.347437140696	0.214604163773	902400.0	0.321272037633	0.437718333191
2010-05-17	10329.370117	10331.870117	10158.299805	10235.759766	182400	10235.759766	-0.0216726201525	-0.0124298288634	-0.0770321192439	10442.441569	10709.9371513	-128.830078	-854.290039	10543.726326	10701.546794	1.05586213125	1.02254980875	-0.0558621312536	-0.0225498087481	720000.0	0.385520715237	0.41107810704
