Date	Open_HSI	High_HSI	Low_HSI	Close_HSI	Volume_HSI	AdjClose_HSI	Return_HSI	hkong_EMA6	hkong_EMA14	hkong_MoM6	hkong_MoM14	hkong_WIILR6	hkong_WIILR14	hkong_K%6	hkong_K%14	hkong_OBV	hkong_RSI6	hkong_RSI14	hkong_RoC6	hkong_RoC14	hkong_MA6	hkong_MA14
2010-01-18	21418.339844	21645.679688	21320.970703	21460.009766	1867401600	21460.009766	-0.0089659625957	21905.534921	21973.3988122	-836.740234	1.19570965092	1.11097821816	0.460994248119	-0.110978218162	0.539005751881	-5537565300.0	0.157955995953	0.516003595645	-0.0375274528351	0.0010397017794	21886.313151	22135.1415385
2010-01-19	21481.109375	21681.689453	21335.599609	21677.980469	1913397800	21677.980469	0.010157064483	21778.2420196	21904.9469394	-733.539062	1.19570965092	0.735734133468	0.460994248119	0.264265866532	0.539005751881	-3624167500.0	0.107635524229	0.516003595645	-0.0327304474373	0.0010397017794	21764.0566407	22135.1415385
2010-01-20	21543.25	21561.560547	21171.300781	21286.169922	2197552000	21286.169922	-0.0180741258421	21749.5958623	21874.6847433	-1040.470703	1.19570965092	1.03012667451	0.460994248119	-0.030126674508	0.539005751881	-5821719500.0	0.186382508271	0.516003595645	-0.0466022058793	0.0010397017794	21590.6448568	22135.1415385
2010-01-21	21192.830078	21272.259766	20828.240234	20862.669922	2465648800	20862.669922	-0.0198955472756	21617.1884508	21796.2161005	-885.929687	1.19570965092	1.36709504726	0.460994248119	-0.367095047264	0.539005751881	-8287368300.0	0.147635407263	0.516003595645	-0.040735022159	0.0010397017794	21442.989909	21873.6019811
2010-01-22	20527.199219	20738.990234	20250.359375	20726.179688	3220362000	20726.179688	-0.0065423186251	21401.6117283	21671.7432767	-990.769531	-1097.099609	1.08793096693	1.05535698346	-0.0879309669337	-0.0553569834632	-11507730300.0	0.164895581842	0.332498947579	-0.0456219481387	-0.0502719868114	21277.8616538	21795.2377233
2010-01-25	20447.789062	20619.699219	20422.669922	20598.550781	1909841600	20598.550781	-0.00615785971758	21208.6311453	21545.6681315	-1055.609375	-1681.029297	0.773679807447	0.85621197602	0.226320192553	0.14378802398	-13417571900.0	0.152778462229	0.317391284523	-0.0487485715168	-0.0754515700527	21101.926758	21675.1642021
2010-01-26	20560.109375	20560.109375	20046.599609	20109.330078	2270009200	20109.330078	-0.0237502486559	21034.3224698	21419.3858181	-1350.679688	-2307.339844	1.09853024063	1.05823901334	-0.0985302406256	-0.0582390133399	-15687581100.0	0.146136964143	0.18582309596	-0.0629393789997	-0.102929643521	20876.8134767	21510.3542132
2010-01-27	20185.800781	20340.820312	19923.550781	20033.070312	1822372600	20033.070312	-0.00379225790736	20770.0389293	21244.7117195	-1644.910157	-2236.378907	1.00827434471	1.00515338907	-0.00827434470934	-0.00515338906761	-17509953700.0	0.122001639705	0.118926608178	-0.0758793080081	-0.100423629027	20602.6617838	21350.6128627
2010-01-28	20202.330078	20437.560547	20170.150391	20356.369141	1880647200	20356.369141	0.016138256591	20559.4764672	21083.1595318	-929.800781	-1940.380859	0.735765702388	0.842518112453	0.264234297612	0.157481887547	-15629306500.0	0.0	0.121781083083	-0.0436809808626	-0.0870252776301	20447.694987	21212.0142299
2010-01-29	20026.519531	20327.689453	19916.339844	20121.990234	1784257400	20121.990234	-0.0115137874233	20501.4458026	20986.2541464	-740.679688	-2289.529297	0.852867108318	0.927797379894	0.147132891682	0.0722026201065	-17413563900.0	0.205087001485	0.201705560631	-0.035502631771	-0.102158592764	20324.2483723	21048.476423
2010-02-01	19987.669922	20254.240234	19845.929688	20243.75	1701996800	20243.75	0.00605107966876	20393.0299258	20871.018958	-482.429688	-2082.890625	0.602005712293	0.872094380799	0.397994287707	0.127905619201	-15711567100.0	0.233045562181	0.16051558689	-0.0232763439892	-0.0932917163842	20243.8434243	20899.6985212
2010-02-02	20432.960938	20533.960938	20181.279297	20272.179688	1561642000	20272.179688	0.00140436865699	20350.3785185	20787.383097	-326.371093	-1476.419921	0.449125375292	0.803218616236	0.550874624708	0.196781383764	-14149925100.0	0.324257482301	0.19449667772	-0.0158443716002	-0.0678857465558	20189.4482422	20794.2399554
2010-02-03	20486.150391	20780.5	20315.310547	20722.080078	1922114800	20722.080078	0.0221929953722	20328.0359955	20718.6893091	612.75	-994.869141	-0.226792648893	0.591157074195	1.22679264889	0.408842925805	-12227810300.0	0.371845253457	0.241824860116	0.0304709305394	-0.0458107228123	20291.5732422	20723.1778739
2010-02-04	20534.740234	20554.199219	20316.330078	20341.640625	1607734100	20341.640625	-0.0183591343904	20440.620019	20719.1414116	308.570313	-1312.519531	0.469584117284	0.74486290884	0.530415882716	0.25513709116	-13835544400.0	0.74827245603	0.348231508433	0.0154030464724	-0.0606128116512	20343.0016277	20629.4264789
2010-02-05	19706.240234	19822.929688	19655.880859	19665.080078	2515439200	19665.080078	-0.033259881023	20412.3401922	20668.8079734	-691.289063	-1794.929688	1.19351097256	1.0985148566	-0.193510972559	-0.0985148565994	-16350983600.0	0.60030194453	0.317464180718	-0.0339593499318	-0.083640674332	20227.7867838	20501.2172154
2010-02-08	19614.849609	19673.109375	19423.050781	19550.890625	1751004600	19550.890625	-0.00580671182355	20198.8373024	20534.9775874	-571.099609	-2127.089844	1.0933562574	1.05182633459	-0.0933562573963	-0.0518263345861	-18101988200.0	0.317261304837	0.279906272646	-0.0283818649328	-0.0981221404384	20132.6035157	20349.2822266
2010-02-09	19493.5	19843.869141	19461.199219	19790.279297	1495157300	19790.279297	0.0122443870508	20013.7096803	20403.7659924	-453.470703	-1495.890625	0.729471636316	0.828278307708	0.270528363684	0.171721692292	-16606830900.0	0.338788944813	0.232365257531	-0.0224005287064	-0.070275236479	20057.0250652	20242.4328962
2010-02-10	19914.839844	19976.660156	19681.539062	19922.220703	0	19922.220703	0.00666698049178	19949.8724279	20321.9677663	-349.958985	-940.449219	0.632273594464	0.730063002046	0.367726405536	0.269936997954	-16606830900.0	0.379964864815	0.304276850551	-0.0172630171193	-0.0450780855239	19998.6985677	20175.257952
2010-02-11	20095.529297	20310.789062	20095.529297	20290.689453	1338864000	20290.689453	0.0184953653256	19941.9719351	20268.6681579	-431.390625	-435.490235	0.360831580397	0.360831580397	0.639168419603	0.639168419603	-15267966900.0	0.412177402637	0.366787620491	-0.0208179209508	-0.021011601827	19926.8001302	20144.1515066
2010-02-12	20240.669922	20428.320312	20212.550781	20268.689453	1193582100	20268.689453	-0.00108424112699	20041.6055116	20271.6043306	-72.951172	-329.861328	0.252406984272	0.377038448169	0.747593015728	0.622961551831	-16461549000.0	0.38712891929	0.442117778341	-0.00358629735648	-0.0160138124039	19914.6416015	20120.5899832
2010-02-17	20657.859375	20684.220703	20471.359375	20534.009766	1111742000	20534.009766	0.0130901563032	20106.4866377	20271.2156802	868.929688	424.679688	-0.105135439542	0.181583392255	1.10513543954	0.818416607745	-15349807000.0	0.47650599753	0.454890589909	0.0441864301876	0.0211185398197	20059.4632162	20150.9242466
2010-02-18	20534.769531	20569.609375	20381.300781	20422.150391	720614300	20422.150391	-0.00544751737604	20228.636103	20306.2548917	871.259766	389.080079	0.207799367419	0.263987487697	0.792200632581	0.736012512303	-16070421300.0	0.880672542277	0.561864528331	0.0445636867758	0.0194218895526	20204.6731772	20178.7156809
2010-02-19	20261.490234	20261.490234	19874.550781	19894.019531	1329484500	19894.019531	-0.025860688022	20283.9258995	20321.7076249	103.740234	-462.34961	0.646105716324	0.653048715629	0.353894283676	0.346951284371	-17399905800.0	0.88247418795	0.55609678633	0.00524197927897	-0.0227127739135	20221.9632162	20145.6907087
2010-02-22	20407.839844	20427.089844	20313.150391	20377.269531	1067658300	20377.269531	0.024291219743	20172.52408	20264.6825457	455.048828	255.279297	0.306130240595	0.297050131494	0.693869759405	0.702949868506	-16332247500.0	0.536330717104	0.437057055758	0.0228412702973	0.0126865828892	20297.8046875	20163.9249442
2010-02-23	20218.509766	20711.75	20120.099609	20623.0	0	20623.0	0.012059047883	20231.0227803	20279.6941438	332.310547	379.25	0.0756119269551	0.116026439734	0.924388073045	0.883973560266	-16332247500.0	0.627892449133	0.532547529016	0.0163774891814	0.0187341772152	20353.1897787	20191.0142299
2010-02-24	20357.419922	20583.839844	20351.050781	20467.740234	1508097400	20467.740234	-0.00752847626437	20343.0162716	20325.4682579	199.050781	195.560546	0.29145961972	0.230402553276	0.70854038028	0.769597446724	-17840344900.0	0.600317680767	0.546871801594	0.00982060440867	0.00964674489916	20386.3649088	20204.9828404
2010-02-25	20512.380859	20644.269531	20261.980469	20399.570312	1980209600	20399.570312	-0.00333060324299	20378.6516894	20344.4378547	-134.439454	-322.509766	0.372885785026	0.280621685635	0.627114214974	0.719378314365	-19820554500.0	0.555614733846	0.523434797336	-0.00654716032241	-0.015563580721	20363.9583332	20181.9464285
2010-02-26	20657.830078	20662.839844	20567.580078	20608.699219	1492479400	20608.699219	0.0102516329414	20384.6284387	20351.788849	186.548828	267.058594	0.123089915353	0.0799649596125	0.876910084647	0.920035040387	-18328075100.0	0.457787170025	0.457460495228	0.00913463197696	0.0131286654269	20395.0498045	20201.0220424
2010-03-01	20853.080078	21056.929688	20853.080078	21056.929688	2585990000	21056.929688	0.0217495759551	20448.6486617	20386.043565	1162.910157	1391.84961	-0.412302926432	-0.267851243262	1.41230292643	1.26785124326	-15742085100.0	0.555202742663	0.536892676839	0.0584552636629	0.0707777239899	20588.868164	20300.4398716
2010-03-02	20921.439453	20961.830078	20847.460938	20906.109375	2296292200	20906.109375	-0.00716250256969	20622.4432406	20475.4950481	528.839844	1355.21875	0.160990041183	0.0923081339467	0.839009958817	0.907691866053	-18038377300.0	0.861203928004	0.705222876896	0.025952438976	0.0693174943277	20677.008138	20397.2412109
2010-03-03	21016.289062	21016.289062	20845.160156	20876.789062	1674115300	20876.789062	-0.00140247582532	20703.4907076	20532.9102917	253.789062	1086.509765	0.192287406263	0.112889131028	0.807712593737	0.887110868972	-19712492600.0	0.707008278046	0.697686357849	0.0123061175387	0.0549011839951	20719.306315	20474.8490513
2010-03-04	20983.810547	21000.130859	20575.779297	20575.779297	1910837600	20575.779297	-0.0144183937533	20753.0045231	20578.7607944	108.039063	653.558594	0.605259278832	0.349828173833	0.394740721168	0.650171826167	-21623330200.0	0.619606918532	0.668836919346	0.00527850469885	0.0328055091721	20737.3128255	20521.531808
2010-03-05	20820.970703	20820.970703	20654.939453	20787.970703	2875176000	20787.970703	0.0103126789482	20702.3687442	20578.3632614	388.400391	497.28125	0.338334799974	0.227472752946	0.661665200026	0.772527247054	-18748154200.0	0.544767084416	0.596489022372	0.0190396358874	0.0245078537697	20802.046224	20557.0518973
2010-03-08	21099.710938	21257.089844	21080.759766	21196.869141	2052899600	21196.869141	0.019669954506	20726.8264467	20606.3109203	588.169922	928.179688	-0.285970296369	-0.118354152101	1.28597029637	1.1183541521	-16695254600.0	0.643777320537	0.576968468637	0.0285398857905	0.0457937692593	20900.0745443	20623.3504464
2010-03-09	21153.619141	21277.660156	21128.929688	21207.550781	1421012500	21207.550781	0.000503925364116	20861.1243594	20685.0520164	150.621093	673.541015	0.0727114283173	0.0358319445184	0.927288571683	0.964168055482	-15274242100.0	0.689674632511	0.628296585168	0.00715304155125	0.0328012415829	20925.1780598	20671.4605189
2010-03-10	21293.519531	21293.519531	21156.089844	21208.289062	1257677200	21208.289062	3.48121764564e-05	20960.103337	20754.7185183	302.179687	786.138671	0.098835996324	0.0494409739084	0.901164003676	0.950559026092	-14016564900.0	0.567669212181	0.600149387677	0.0144541330756	0.0384944119962	20975.541341	20727.6132811
2010-03-11	21333.060547	21333.060547	21059.060547	21228.199219	1402218700	21228.199219	0.000938791287774	21031.0135441	20815.1945908	351.410157	1334.179688	0.0910082908909	0.0460336508468	0.908991709109	0.953966349153	-12614346200.0	0.656921054523	0.620886365047	0.0168325768851	0.0670643600164	21034.1097005	20822.9118303
2010-03-12	21249.800781	21260.070312	21116.839844	21209.740234	1164407200	21209.740234	-0.000869550205817	21087.3523084	20870.2618746	633.960937	832.470703	0.162846119589	0.101668824722	0.837153880411	0.898331175278	-13778753400.0	0.684287400419	0.743167045079	0.030811029213	0.0408529072913	21139.7698567	20882.3740234
2010-03-15	21036.419922	21116.5	20964.310547	21079.099609	1143308800	21079.099609	-0.00615946369728	21122.3202871	20915.5256558	291.128906	456.099609	0.374506766191	0.209372725901	0.625493233809	0.790627274099	-14922062200.0	0.972485369852	0.682675633648	0.0140046813688	0.0221160650245	21188.291341	20914.9525669
2010-03-16	21135.789062	21196.830078	20986.689453	21022.929688	1027809600	21022.929688	-0.00266472107642	21109.971522	20937.3355163	-173.939453	555.189454	0.841032837966	0.289549647473	0.158967162034	0.710450352527	-15949871800.0	0.747000688713	0.605409811728	-0.00820590304365	0.0271250977222	21159.3014322	20954.6089564
2010-03-17	21183.599609	21440.179688	21159.429688	21384.490234	1612088200	21384.490234	0.0171983901086	21085.1024265	20948.7480725	176.939453	984.919922	-0.139470337627	-0.0480166591242	1.13947033763	1.04801665912	-14337783600.0	0.132418130919	0.634469519696	0.00834322901438	0.0482814052912	21188.791341	21024.9603794
2010-03-18	21429.689453	21440.810547	21287.369141	21330.669922	1341953000	21330.669922	-0.00251679190905	21170.6418001	21006.8470274	122.38086	721.970703	0.230125798386	0.125498298126	0.769874201614	0.874501701874	-15679736600.0	0.650592275702	0.708867743059	0.00577042587652	0.0350323276267	21209.188151	21076.5297154
2010-03-19	21359.550781	21389.0	21257.800781	21370.820312	1347445900	21370.820312	0.00188228452959	21216.3641206	21050.0234133	142.621093	313.890624	0.146884018888	0.0809106434016	0.853115981112	0.919089356598	-14332290700.0	0.595526379797	0.663901636619	0.00671847345734	0.0149067612729	21232.9583332	21098.9504742
2010-03-22	21120.429688	21120.429688	20899.689453	20933.25	1572548900	20933.25	-0.020475129434	21260.494461	21092.7963331	-276.490234	27.140625	1.06518477859	0.586754001084	-0.0651847785939	0.413245998916	-15904839600.0	0.60791534872	0.587465359144	-0.0130360028435	0.00129821501041	21186.8766275	21100.8890903
2010-03-23	21070.650391	21211.080078	20971.560547	20987.779297	1253196700	20987.779297	0.00260491309281	21166.9960436	21071.5234887	-91.320312	110.990235	0.837208630422	0.523716628735	0.162791369578	0.476283371265	-14651642900.0	0.371984843737	0.506520674149	-0.00433226815632	0.00531644184699	21171.6565755	21108.8169642
2010-03-24	21203.5	21205.5	20974.050781	21008.619141	1282110100	21008.619141	0.000992951360175	21115.7912589	21060.3575965	-14.310547	432.839844	0.798696282204	0.499625193888	0.201303717796	0.500374806112	-13369532800.0	0.454512731011	0.526346828618	-0.000680711357189	0.0210363766909	21169.2714843	21139.7340959
2010-03-25	20799.050781	20800.949219	20659.279297	20778.550781	1456677500	20778.550781	-0.0109511414556	21085.1706538	21053.4591358	-605.939453	-9.419922	1.22386610565	0.842707883082	-0.223866105652	0.157292116918	-14826210300.0	0.492611781138	0.61851092114	-0.0283354639914	-0.000453142932255	21068.2815755	21139.0612444
2010-03-26	20679.650391	21126.75	20679.650391	21053.109375	1863882000	21053.109375	0.0132135583898	20997.5649758	21016.8046885	-277.560547	-143.759766	0.496078911752	0.496078911752	0.503921088248	0.503921088248	-12962328300.0	0.138019708905	0.497445842614	-0.0130122751894	-0.00678212263536	21022.0214843	21128.7926896
2010-03-29	21148.050781	21318.230469	21125.910156	21237.429688	1394443900	21237.429688	0.00875501616967	21013.4348042	21021.6453133	-133.390624	29.878907	0.207710033958	0.260233815346	0.792289966042	0.739766184654	-11567884400.0	0.368792597514	0.457957537563	-0.00624171754067	0.00140888060618	20999.7897137	21130.9268973
2010-03-30	21230.529297	21450.980469	21202.169922	21374.789062	1749750800	21374.789062	0.00646779652801	21077.4333424	21050.4165633	441.539062	166.5	-0.0858312351556	0.0844770890479	1.08583123516	0.915522910952	-9818133600.0	0.444507821835	0.507932442219	0.0210927143181	0.00785070401074	21073.3795573	21142.8197544
2010-03-31	21366.619141	21446.800781	21230.289062	21239.349609	2159444200	21239.349609	-0.00633641120888	21162.3921194	21093.6662298	251.570312	11.15039	0.267311540623	0.267311540623	0.732688459377	0.732688459377	-11977577800.0	0.74484358503	0.541213747997	0.0119865140775	0.000525263112757	21115.3079427	21143.6162109
2010-04-01	21390.890625	21547.660156	21373.160156	21537.0	2059414400	21537.0	0.0140141010191	21184.3799736	21113.0906803	528.380859	327.259766	-0.108651514034	-0.108651514034	1.10865151403	1.10865151403	-9918163400.0	0.628014406817	0.50261073786	0.0251506705631	0.0154296923201	21203.3714192	21166.9919084
2010-04-05	21537.0	21537.0	21537.0	21537.0	0	21537.0	0.0	21285.1285526	21169.611923	758.449219	457.900391	0.011999533637	0.011999533637	0.988000466363	0.988000466363	-9918163400.0	0.709775422313	0.567764687946	0.036501545608	0.0217229577873	21329.7796223	21199.6990792
2010-04-06	21537.0	21537.0	21537.0	21537.0	0	21537.0	0.0	21357.0918233	21218.5969999	483.890625	514.070312	0.0122811475514	0.011999533637	0.987718852449	0.988000466363	-9918163400.0	0.868419554746	0.600239262663	0.022984283052	0.0244528388588	21410.4280598	21236.4183872
2010-04-07	21828.349609	21935.410156	21747.570312	21928.769531	2868746800	21928.769531	0.0181905340112	21408.4941595	21261.0507332	691.339843	544.279297	-0.903638114997	-0.428993230931	1.903638115	1.42899323093	-7049416600.0	0.820555219259	0.615372746461	0.032552896144	0.0254520585267	21525.651367	21275.2954799
2010-04-08	21836.419922	21949.25	21813.349609	21867.039062	1712260400	21867.039062	-0.00281504481648	21557.1442656	21350.0799063	492.25	536.36914	0.0932451478106	0.0535768675429	0.906754852189	0.946423132457	-8761677000.0	0.859242554626	0.620518365144	0.0230294670311	0.0251454427808	21607.6930337	21313.6075613
2010-04-09	22014.730469	22249.230469	21963.779297	22208.5	2129071600	22208.5	0.0156153257435	21645.685636	21419.0077937	969.150391	837.679688	-0.360589826648	-0.200973556529	1.36058982665	1.20097355653	-6632605400.0	0.777608639063	0.618352245416	0.0456299467188	0.0391973576948	21769.2180988	21373.4418247
2010-04-12	22388.769531	22388.769531	22131.929688	22138.169922	1580086800	22138.169922	-0.00316680901457	21806.48974	21524.2734212	601.169922	1204.919922	0.126771270927	0.0698515457304	0.873228729073	0.93014845427	-8212692200.0	0.94350189554	0.66314429699	0.0279133547848	0.0575600980259	21869.4130858	21459.5075334
2010-04-13	22216.109375	22290.669922	22008.050781	22103.529297	1868202800	22103.529297	-0.0015647465496	21901.2555063	21606.126288	566.529297	1115.75	0.334879593151	0.164927345869	0.665120406849	0.835072654131	-10080895000.0	0.847380193995	0.773838386476	0.0263049309096	0.0531618893172	21963.8346353	21539.203962
2010-04-14	22183.050781	22192.330078	22061.769531	22121.429688	1302086200	22121.429688	0.000809843114169	21959.0480179	21672.4466892	584.429688	1112.810547	0.313864059784	0.154577249264	0.686135940216	0.845422750736	-8778808800.0	0.814762405937	0.75588624715	0.0271360768909	0.0529692379842	22061.2395833	21618.6904296
2010-04-15	22265.359375	22337.890625	22113.210938	22157.820312	1459714700	22157.820312	0.00164503942617	22005.4427808	21732.311089	229.050781	1379.269531	0.360183250629	0.133536006425	0.639816749371	0.866463993575	-7319094100.0	0.818375077151	0.755556671776	0.0104452181266	0.0663794864973	22099.4147135	21717.2096819
2010-04-16	22059.300781	22111.990234	21788.880859	21865.259766	2496724000	21865.259766	-0.0132034894173	22048.9792183	21789.0456521	-1.779296	812.150391	0.909787348308	0.3063038455	0.090212651692	0.6936961545	-9815818100.0	0.703617662361	0.847676889397	-8.13688581685e-05	0.038576268072	22099.1181642	21775.2204241
2010-04-19	21557.779297	21582.130859	21283.300781	21405.169922	2348763400	21405.169922	-0.0210420479301	21996.4879462	21799.2075339	-803.330078	167.740234	1.63963691083	0.778867091991	-0.63963691083	0.221132908009	-12164581500.0	0.498878524091	0.702880088446	-0.0361721898372	0.00789833028122	21965.2298178	21787.2018694
2010-04-20	21519.259766	21647.75	21507.470703	21623.380859	1422031800	21623.380859	0.0101943099632	21827.5399393	21746.6691857	-514.789063	248.591797	0.692365724495	0.645026903932	0.307634275505	0.354973096068	-10742549700.0	0.0595353593002	0.536828391979	-0.0232534606435	0.011630140362	21879.4316407	21804.9584263
2010-04-21	21732.759766	21740.640625	21475.980469	21510.929688	1624158100	21510.929688	-0.00520044352607	21769.2087735	21730.2307421	-592.599609	271.580079	0.784154087682	0.757751094205	0.215845912318	0.242248905795	-12366707800.0	0.257127533854	0.552708539581	-0.0268101804484	0.012786647614	21780.6650392	21824.3570034
2010-04-22	21283.929688	21471.109375	21206.740234	21454.939453	1352022600	21454.939453	-0.00260287378612	21695.4147491	21700.9906016	-666.490235	-82.060547	0.83724604122	0.844736749004	0.16275395878	0.155263250996	-13718730400.0	0.239540357327	0.558149571793	-0.030128714301	-0.00381021251799	21669.5833333	21818.4955357
2010-04-23	21385.160156	21442.769531	21232.150391	21244.490234	1306533600	21244.490234	-0.00980889363314	21626.7075216	21668.1837818	-913.330078	-292.509766	0.96662689568	0.968063397332	0.0333731043196	0.0319366026678	-15025264000.0	0.216554392762	0.48040134898	-0.0412193106154	-0.0135817321818	21517.3616537	21797.601981
2010-04-26	21501.210938	21617.849609	21489.050781	21587.060547	1140597000	21587.060547	0.0161251368815	21517.5025823	21611.6913087	-278.199219	50.060547	0.579872617509	0.678247980854	0.420127382491	0.321752019146	-13884667000.0	0.161667435766	0.436520618547	-0.0127233438787	0.00232439740911	21470.9951172	21801.1777344
2010-04-27	21341.480469	21383.210938	21224.050781	21261.789062	1327490700	21261.789062	-0.0150678914478	21537.3762865	21608.4072072	-143.38086	-666.980469	0.896893074199	0.953428541797	0.103106925801	0.046571458203	-15212157700.0	0.400626222584	0.50945771723	-0.00669842194771	-0.0304157726706	21447.0983072	21753.5362723
2010-04-28	20853.830078	21021.669922	20853.830078	20949.400391	1788287200	20949.400391	-0.0146924922493	21458.6370795	21562.1914545	-673.980468	-917.638671	1.48199972755	1.21771020706	-0.481999727548	-0.217710207059	-17000444900.0	0.443325185722	0.370742567613	-0.0311690605828	-0.0419644684586	21334.7682292	21687.9906529
2010-04-29	20994.369141	21007.560547	20763.339844	20778.919922	1617080700	20778.919922	-0.00813772546317	21313.1408828	21480.4859793	-732.009766	-1429.580078	1.08447143108	1.04880332957	-0.0844714310778	-0.0488033295734	-18617525600.0	0.25205282628	0.337913409197	-0.0340296666214	-0.0643708525114	21212.7666015	21585.8777902
2010-04-30	20934.070312	21121.519531	20920.150391	21108.589844	2387265600	21108.589844	0.0158655947103	21160.5063226	21386.9438384	-346.349609	-1029.580078	0.59596716838	0.787594626356	0.40403283162	0.212405373644	-16230260000.0	0.241731798498	0.231254116742	-0.0161431175212	-0.0465070094605	21155.0416667	21512.3363561
2010-05-03	20799.789062	20886.849609	20773.970703	20811.359375	1312414100	20811.359375	-0.0140810196795	21145.673043	21349.8299725	-433.130859	-1292.169922	0.943804584843	0.9695027105	0.0561954151571	0.0304972894996	-17542674100.0	0.39758000721	0.323645538677	-0.0203879149007	-0.0584598913883	21082.8531902	21420.0385045
2010-05-04	20935.900391	21011.949219	20743.490234	20763.050781	1291199700	20763.050781	-0.00232126086189	21050.1548521	21278.0338928	-824.009766	-1358.378907	1.00033827934	1.00018358443	-0.000338279340783	-0.000183584425148	-18833873800.0	0.378170539326	0.296934267242	-0.0381714668473	-0.0614055658318	20945.5182292	21323.0114397
2010-05-05	20390.119141	20505.660156	20293.230469	20327.539062	2384536200	20327.539062	-0.020975324079	20968.1251175	21209.3694779	-934.25	-1830.28125	1.65020745678	1.26088250752	-0.650207456784	-0.260882507523	-21218410000.0	0.222246946895	0.288550361734	-0.0439403286937	-0.0826020440742	20789.8098958	21192.2770647
2010-05-06	20177.470703	20303.220703	19888.490234	20133.410156	2153780000	20133.410156	-0.0095500446664	20785.1005302	21091.7920891	-815.990235	-1731.84961	1.19295234035	1.08787323982	-0.192952340351	-0.0878732398174	-23372190000.0	0.206872504391	0.24658152897	-0.0389505293598	-0.0792055355635	20653.8115233	21068.5735211
2010-05-07	19699.5	20037.599609	19699.5	19920.289062	2324807000	19920.289062	-0.0105854444105	20598.9032804	20964.0078314	-858.63086	-1484.88086	0.97421080904	0.982831400649	0.0257891909603	0.0171685993505	-25696997000.0	0.223455026568	0.253491047378	-0.0413222084316	-0.0693701972659	20510.70638	20962.5106026
